Date,Price,Open,High,Low,Vol.,Change %
12/14/2022,"8,625","8,600","8,700","8,525",118.24M,-0.86%
12/13/2022,"8,700","8,625","8,700","8,550",83.50M,0.00%
12/12/2022,"8,700","8,525","8,700","8,475",84.28M,1.46%
12/09/2022,"8,575","8,500","8,600","8,450",75.50M,0.88%
12/08/2022,"8,500","8,375","8,575","8,350",149.61M,0.59%
12/07/2022,"8,450","8,500","8,575","8,450",195.09M,-2.59%
12/06/2022,"8,675","8,725","8,750","8,575",180.91M,-1.14%
12/05/2022,"8,775","8,800","8,900","8,775",138.65M,-1.40%
12/02/2022,"8,900","8,900","8,975","8,900",137.81M,-1.11%
12/01/2022,"9,000","9,275","9,350","9,000",132.77M,-3.23%
11/30/2022,"9,300","8,875","9,400","8,850",387.66M,3.62%
11/29/2022,"8,975","8,975","9,075","8,925",81.74M,-0.55%
11/28/2022,"9,025","9,050","9,100","8,975",77.65M,0.56%
11/25/2022,"8,975","9,000","9,000","8,900",60.47M,-0.28%
11/24/2022,"9,000","8,975","9,000","8,950",61.19M,1.41%
11/23/2022,"8,875","8,900","8,975","8,875",85.52M,-0.28%
11/22/2022,"8,900","8,900","8,950","8,850",84.68M,2.01%
11/21/2022,"8,725","8,875","8,900","8,725",48.65M,-1.13%
11/18/2022,"8,825","8,725","8,900","8,725",83.90M,1.15%
11/17/2022,"8,725","8,625","8,825","8,600",72.70M,1.45%
11/16/2022,"8,600","8,625","8,675","8,550",143.59M,-2.27%
11/15/2022,"8,800","8,775","8,850","8,750",47.67M,0.57%
11/14/2022,"8,750","8,875","8,900","8,750",61.43M,-1.13%
11/11/2022,"8,850","8,900","8,925","8,825",59.60M,0.57%
11/10/2022,"8,800","8,725","8,800","8,725",74.78M,-0.85%
11/09/2022,"8,875","8,675","8,875","8,675",68.17M,1.43%
11/08/2022,"8,750","8,850","8,875","8,725",42.53M,-1.13%
11/07/2022,"8,850","8,725","8,850","8,675",73.90M,0.85%
11/04/2022,"8,775","8,775","8,800","8,675",69.15M,-0.28%
11/03/2022,"8,800","8,700","8,825","8,700",72.14M,0.57%
11/02/2022,"8,750","8,800","8,825","8,725",58.32M,-0.57%
11/01/2022,"8,800","9,000","9,000","8,725",107.39M,0.00%
10/31/2022,"8,800","8,850","8,850","8,775",105.57M,0.57%
10/28/2022,"8,750","8,650","8,750","8,650",67.04M,0.57%
10/27/2022,"8,700","8,550","8,700","8,550",77.02M,1.75%
10/26/2022,"8,550","8,625","8,650","8,550",87.21M,-1.72%
10/25/2022,"8,700","8,825","8,875","8,700",89.44M,-2.25%
10/24/2022,"8,900","8,750","8,900","8,725",89.42M,2.89%
10/21/2022,"8,650","8,450","8,725","8,450",122.78M,1.76%
10/20/2022,"8,500","8,250","8,500","8,250",91.81M,2.72%
10/19/2022,"8,275","8,250","8,350","8,225",66.75M,-0.30%
10/18/2022,"8,300","8,275","8,475","8,250",85.67M,0.61%
10/17/2022,"8,250","8,250","8,300","8,175",56.39M,0.00%
10/14/2022,"8,250","8,300","8,350","8,250",71.18M,-0.30%
10/13/2022,"8,275","8,275","8,375","8,275",62.28M,-0.60%
10/12/2022,"8,325","8,200","8,325","8,175",47.57M,0.91%
10/11/2022,"8,250","8,200","8,300","8,150",64.06M,-0.60%
10/10/2022,"8,300","8,150","8,375","8,125",80.24M,1.22%
10/07/2022,"8,200","8,325","8,375","8,200",112.04M,-2.67%
10/06/2022,"8,425","8,475","8,500","8,425",43.97M,-0.30%
10/05/2022,"8,450","8,525","8,550","8,425",63.79M,-1.17%
10/04/2022,"8,550","8,525","8,625","8,525",80.52M,0.59%
10/03/2022,"8,500","8,450","8,525","8,450",115.08M,-0.58%
09/30/2022,"8,550","8,375","8,575","8,275",176.52M,2.09%
09/29/2022,"8,375","8,325","8,450","8,325",62.64M,0.60%
09/28/2022,"8,325","8,250","8,425","8,250",89.15M,0.30%
09/27/2022,"8,300","8,375","8,450","8,300",89.57M,-1.48%
09/26/2022,"8,425","8,200","8,500","8,200",106.23M,0.60%
09/23/2022,"8,375","8,375","8,475","8,375",60.57M,-1.18%
09/22/2022,"8,475","8,375","8,525","8,375",61.91M,0.00%
09/21/2022,"8,475","8,525","8,600","8,425",90.93M,-0.88%
09/20/2022,"8,550","8,550","8,650","8,550",89.24M,-1.16%
09/19/2022,"8,650","8,475","8,750","8,450",102.53M,2.37%
09/16/2022,"8,450","8,700","8,725","8,450",363.13M,-3.43%
09/15/2022,"8,750","8,500","8,875","8,500",190.40M,2.94%
09/14/2022,"8,500","8,375","8,650","8,375",116.64M,-0.29%
09/13/2022,"8,525","8,375","8,575","8,375",124.49M,1.79%
09/12/2022,"8,375","8,325","8,425","8,325",52.40M,0.00%
09/09/2022,"8,375","8,500","8,500","8,275",91.23M,0.30%
09/08/2022,"8,350","8,400","8,500","8,350",132.78M,-0.30%
09/07/2022,"8,375","8,250","8,375","8,250",101.24M,1.21%
09/06/2022,"8,275","8,300","8,350","8,250",67.12M,0.00%
09/05/2022,"8,275","8,225","8,300","8,200",62.91M,0.61%
09/02/2022,"8,225","8,150","8,225","8,150",61.35M,0.92%
09/01/2022,"8,150","8,150","8,250","8,125",76.12M,-0.61%
08/31/2022,"8,200","8,075","8,225","8,050",137.66M,0.31%
08/30/2022,"8,175","8,100","8,275","8,075",109.60M,0.31%
08/29/2022,"8,150","8,000","8,150","7,950",72.12M,1.88%
08/26/2022,"8,000","8,025","8,125","8,000",80.47M,-0.93%
08/25/2022,"8,075","8,000","8,100","7,900",99.50M,1.57%
08/24/2022,"7,950","7,950","8,025","7,900",108.89M,0.63%
08/23/2022,"7,900","8,000","8,000","7,900",71.67M,-1.25%
08/22/2022,"8,000","7,850","8,000","7,825",97.29M,1.27%
08/19/2022,"7,900","8,050","8,050","7,900",58.19M,-1.25%
08/18/2022,"8,000","7,900","8,025","7,875",86.14M,0.31%
08/16/2022,"7,975","7,950","7,975","7,850",83.56M,0.31%
08/15/2022,"7,950","7,950","7,975","7,900",81.41M,0.32%
08/12/2022,"7,925","7,925","7,975","7,850",61.08M,-0.31%
08/11/2022,"7,950","7,850","7,950","7,825",73.20M,0.63%
08/10/2022,"7,900","7,800","7,900","7,725",104.38M,0.00%
08/09/2022,"7,900","7,875","7,975","7,875",92.88M,0.32%
08/08/2022,"7,875","7,875","7,925","7,750",84.33M,0.00%
08/05/2022,"7,875","7,825","7,875","7,725",118.73M,0.96%
08/04/2022,"7,800","7,675","7,800","7,650",144.10M,2.30%
08/03/2022,"7,625","7,625","7,625","7,575",65.10M,0.33%
08/02/2022,"7,600","7,600","7,625","7,500",106.47M,1.33%
08/01/2022,"7,500","7,350","7,500","7,350",104.84M,2.04%
07/29/2022,"7,350","7,400","7,475","7,350",131.55M,0.00%
07/28/2022,"7,350","7,375","7,450","7,325",86.91M,0.34%
07/27/2022,"7,325","7,325","7,350","7,275",58.47M,0.34%
07/26/2022,"7,300","7,250","7,375","7,250",44.38M,0.00%
07/25/2022,"7,300","7,350","7,375","7,300",31.25M,-0.34%
07/22/2022,"7,325","7,400","7,400","7,300",38.96M,-1.01%
07/21/2022,"7,400","7,400","7,400","7,250",64.34M,0.00%
07/20/2022,"7,400","7,200","7,400","7,175",105.79M,3.14%
07/19/2022,"7,175","7,100","7,175","7,100",59.64M,0.35%
07/18/2022,"7,150","7,025","7,150","7,025",60.08M,2.14%
07/15/2022,"7,000","7,100","7,100","7,000",57.42M,-0.36%
07/14/2022,"7,025","7,025","7,100","7,000",83.32M,0.36%
07/13/2022,"7,000","7,100","7,125","7,000",71.99M,-2.44%
07/12/2022,"7,175","7,175","7,250","7,150",34.27M,0.70%
07/11/2022,"7,125","7,200","7,200","7,125",36.83M,-0.35%
07/08/2022,"7,150","7,125","7,175","7,075",64.31M,0.70%
07/07/2022,"7,100","7,225","7,250","7,100",86.13M,-2.74%
07/06/2022,"7,300","7,300","7,325","7,175",66.80M,0.69%
07/05/2022,"7,250","7,100","7,325","7,100",69.17M,2.84%
07/04/2022,"7,050","7,250","7,275","7,000",102.24M,-2.76%
07/01/2022,"7,250","7,300","7,325","7,250",68.74M,0.00%
06/30/2022,"7,250","7,300","7,400","7,250",101.34M,-0.34%
06/29/2022,"7,275","7,325","7,400","7,275",75.32M,-0.34%
06/28/2022,"7,300","7,300","7,400","7,300",119.22M,-0.68%
06/27/2022,"7,350","7,475","7,500","7,350",77.94M,-1.67%
06/24/2022,"7,475","7,600","7,600","7,475",57.96M,-0.66%
06/23/2022,"7,525","7,450","7,575","7,450",60.44M,0.33%
06/22/2022,"7,500","7,625","7,650","7,500",53.04M,-1.96%
06/21/2022,"7,650","7,600","7,650","7,550",44.30M,0.33%
06/20/2022,"7,625","7,600","7,650","7,500",88.14M,1.67%
06/17/2022,"7,500","7,425","7,550","7,425",117.84M,-0.99%
06/16/2022,"7,575","7,400","7,600","7,375",132.67M,3.41%
06/15/2022,"7,325","7,300","7,375","7,300",130.37M,-1.01%
06/14/2022,"7,400","7,300","7,400","7,250",80.87M,0.68%
06/13/2022,"7,350","7,300","7,400","7,275",85.54M,0.00%
06/10/2022,"7,350","7,400","7,450","7,350",111.77M,-2.00%
06/09/2022,"7,500","7,500","7,575","7,500",107.83M,-1.32%
06/08/2022,"7,600","7,500","7,600","7,425",108.91M,3.05%
06/07/2022,"7,375","7,300","7,475","7,300",129.24M,-1.01%
06/06/2022,"7,450","7,550","7,575","7,425",81.14M,-1.97%
06/03/2022,"7,600","7,600","7,675","7,575",80.56M,0.33%
06/02/2022,"7,575","7,625","7,675","7,525",149.23M,-2.26%
05/31/2022,"7,750","7,600","7,750","7,525",286.29M,2.31%
05/30/2022,"7,575","7,575","7,600","7,475",105.41M,0.00%
05/27/2022,"7,575","7,525","7,575","7,475",84.34M,2.71%
05/25/2022,"7,375","7,400","7,450","7,350",76.75M,0.34%
05/24/2022,"7,350","7,325","7,475","7,325",108.71M,-0.34%
05/23/2022,"7,375","7,450","7,475","7,350",71.60M,-0.34%
05/20/2022,"7,400","7,425","7,475","7,400",86.52M,-0.67%
05/19/2022,"7,450","7,400","7,475","7,375",140.91M,-1.65%
05/18/2022,"7,575","7,500","7,575","7,375",153.51M,2.36%
05/17/2022,"7,400","7,275","7,475","7,275",159.66M,1.02%
05/13/2022,"7,325","7,250","7,475","7,250",212.97M,0.69%
05/12/2022,"7,275","7,525","7,550","7,275",240.53M,-4.90%
05/11/2022,"7,650","7,525","7,700","7,450",156.54M,1.66%
05/10/2022,"7,525","7,250","7,600","7,250",268.45M,-0.99%
05/09/2022,"7,600","7,875","7,900","7,600",456.80M,-6.46%
04/28/2022,"8,125","8,250","8,250","8,075",133.73M,-0.91%
04/27/2022,"8,200","8,075","8,200","8,075",89.46M,0.92%
04/26/2022,"8,125","7,925","8,125","7,925",128.36M,1.56%
04/25/2022,"8,000","7,875","8,000","7,825",91.28M,1.59%
04/22/2022,"7,875","7,850","7,925","7,800",85.96M,-0.63%
04/21/2022,"7,925","7,800","7,925","7,750",129.32M,3.59%
04/20/2022,"7,650","7,725","7,725","7,625",124.39M,0.33%
04/19/2022,"7,625","7,700","7,700","7,625",98.63M,-0.97%
04/18/2022,"7,700","7,700","7,725","7,625",68.46M,0.00%
04/14/2022,"7,700","7,800","7,800","7,700",93.34M,-1.28%
04/13/2022,"7,800","7,800","7,850","7,750",57.62M,0.00%
04/12/2022,"7,800","7,725","7,800","7,700",73.47M,0.97%
04/11/2022,"7,725","7,825","7,875","7,725",62.78M,-1.59%
04/08/2022,"7,850","7,800","7,875","7,775",69.79M,1.29%
04/07/2022,"7,750","7,725","7,825","7,700",68.62M,0.00%
04/06/2022,"7,750","7,825","7,850","7,750",119.26M,-1.90%
04/05/2022,"7,900","7,900","7,900","7,850",48.53M,0.00%
04/04/2022,"7,900","7,925","7,925","7,825",57.32M,-0.32%
04/01/2022,"7,925","8,075","8,075","7,850",105.58M,-0.63%
03/31/2022,"7,975","7,925","8,000","7,875",112.69M,1.27%
03/30/2022,"7,875","7,900","7,900","7,825",71.43M,0.32%
03/29/2022,"7,850","7,875","7,900","7,825",62.18M,-0.63%
03/28/2022,"7,900","7,825","7,900","7,800",83.91M,-0.63%
03/25/2022,"7,950","7,900","7,950","7,900",85.10M,0.32%
03/24/2022,"7,925","7,850","7,950","7,800",95.25M,0.32%
03/23/2022,"7,900","7,925","7,950","7,825",82.21M,-0.32%
03/22/2022,"7,925","7,900","7,950","7,875",60.01M,0.32%
03/21/2022,"7,900","7,800","7,950","7,800",85.49M,0.00%
03/18/2022,"7,900","8,000","8,100","7,900",143.98M,-1.25%
03/17/2022,"8,000","8,300","8,300","8,000",132.44M,-2.44%
03/16/2022,"8,200","8,275","8,275","8,075",149.76M,0.61%
03/15/2022,"8,150","8,150","8,200","8,075",111.21M,0.93%
03/14/2022,"8,075","8,050","8,100","7,950",78.43M,1.57%
03/11/2022,"7,950","7,725","7,950","7,725",61.05M,0.32%
03/10/2022,"7,925","7,925","7,975","7,800",86.48M,0.96%
03/09/2022,"7,850","7,700","7,950","7,650",132.81M,2.61%
03/08/2022,"7,650","7,700","7,850","7,650",119.26M,-0.65%
03/07/2022,"7,700","7,800","7,850","7,700",130.99M,-2.53%
03/04/2022,"7,900","7,975","8,025","7,900",132.98M,-0.94%
03/02/2022,"7,975","8,225","8,225","7,975",100.30M,-0.93%
03/01/2022,"8,050","8,000","8,175","8,000",136.62M,0.00%
02/25/2022,"8,050","7,950","8,175","7,925",135.90M,0.63%
02/24/2022,"8,000","8,125","8,150","7,925",124.95M,-0.62%
02/23/2022,"8,050","7,900","8,100","7,875",99.24M,1.90%
02/22/2022,"7,900","7,900","7,950","7,850",80.10M,-0.63%
02/21/2022,"7,950","7,925","7,975","7,900",43.82M,0.32%
02/18/2022,"7,925","7,950","7,950","7,850",56.81M,0.32%
02/17/2022,"7,900","7,850","7,925","7,800",48.70M,-0.94%
02/16/2022,"7,975","7,850","7,975","7,825",77.06M,1.27%
02/15/2022,"7,875","7,750","7,875","7,725",55.62M,2.27%
02/14/2022,"7,700","7,750","7,775","7,700",57.71M,-1.60%
02/11/2022,"7,825","7,675","7,825","7,650",71.97M,0.97%
02/10/2022,"7,750","7,950","7,950","7,750",93.28M,-2.52%
02/09/2022,"7,950","7,850","7,950","7,800",108.92M,2.91%
02/08/2022,"7,725","7,750","7,850","7,725",61.88M,-0.96%
02/07/2022,"7,800","7,775","7,800","7,700",56.81M,0.97%
02/04/2022,"7,725","7,750","7,800","7,700",39.32M,0.00%
02/03/2022,"7,725","7,800","7,825","7,700",35.10M,-0.96%
02/02/2022,"7,800","7,775","7,800","7,675",65.31M,2.30%
01/31/2022,"7,625","7,775","7,775","7,625",68.12M,-1.93%
01/28/2022,"7,775","7,800","7,825","7,700",70.60M,-0.32%
01/27/2022,"7,800","7,625","7,800","7,625",71.95M,1.30%
01/26/2022,"7,700","7,700","7,750","7,650",53.35M,-0.96%
01/25/2022,"7,775","7,675","7,775","7,625",106.80M,-0.32%
01/24/2022,"7,800","7,825","7,850","7,775",40.28M,-1.89%
01/21/2022,"7,950","7,775","7,950","7,700",63.37M,2.25%
01/20/2022,"7,775","7,725","7,775","7,625",59.93M,1.30%
01/19/2022,"7,675","7,650","7,725","7,575",60.39M,0.00%
01/18/2022,"7,675","7,775","7,775","7,550",71.48M,-0.97%
01/17/2022,"7,750","7,900","7,900","7,700",63.90M,-1.27%
01/14/2022,"7,850","7,700","7,850","7,650",65.90M,1.95%
01/13/2022,"7,700","7,700","7,750","7,650",50.03M,0.00%
01/12/2022,"7,700","7,700","7,700","7,650",62.61M,0.00%
01/11/2022,"7,700","7,650","7,700","7,625",110.33M,1.32%
01/10/2022,"7,600","7,575","7,650","7,550",45.35M,-0.65%
01/07/2022,"7,650","7,550","7,700","7,500",143.43M,2.34%
01/06/2022,"7,475","7,500","7,525","7,425",63.66M,0.34%
01/05/2022,"7,450","7,450","7,525","7,375",76.16M,0.68%
01/04/2022,"7,400","7,325","7,450","7,325",70.62M,1.02%
01/03/2022,"7,325","7,325","7,400","7,300",54.29M,0.34%
12/30/2021,"7,300","7,350","7,350","7,300",49.95M,0.00%
12/29/2021,"7,300","7,350","7,375","7,300",42.08M,-0.68%
12/28/2021,"7,350","7,375","7,400","7,325",39.34M,0.00%
12/27/2021,"7,350","7,300","7,350","7,300",20.72M,0.68%
12/24/2021,"7,300","7,300","7,350","7,300",30.80M,0.00%
12/23/2021,"7,300","7,325","7,350","7,300",37.14M,-0.34%
12/22/2021,"7,325","7,425","7,425","7,325",33.23M,-0.68%
12/21/2021,"7,375","7,325","7,400","7,325",52.39M,0.00%
12/20/2021,"7,375","7,350","7,400","7,325",74.75M,-1.67%
12/17/2021,"7,500","7,325","7,500","7,300",107.10M,3.09%
12/16/2021,"7,275","7,375","7,400","7,275",95.17M,-0.34%
12/15/2021,"7,300","7,300","7,375","7,275",52.48M,0.00%
12/14/2021,"7,300","7,300","7,375","7,275",49.76M,0.00%
12/13/2021,"7,300","7,375","7,400","7,300",59.98M,-1.02%
12/10/2021,"7,375","7,325","7,375","7,275",91.09M,0.34%
12/09/2021,"7,350","7,400","7,450","7,350",54.89M,-1.01%
12/08/2021,"7,425","7,450","7,475","7,400",74.78M,1.02%
12/07/2021,"7,350","7,450","7,475","7,350",51.26M,0.00%
12/06/2021,"7,350","7,450","7,475","7,350",56.94M,-0.34%
12/03/2021,"7,375","7,525","7,525","7,350",63.28M,-1.67%
12/02/2021,"7,500","7,375","7,500","7,300",66.83M,2.74%
12/01/2021,"7,300","7,275","7,450","7,275",76.54M,0.34%
11/30/2021,"7,275","7,325","7,425","7,275",144.92M,-1.69%
11/29/2021,"7,400","7,275","7,425","7,175",87.91M,1.72%
11/26/2021,"7,275","7,400","7,450","7,250",113.29M,-2.02%
11/25/2021,"7,425","7,450","7,525","7,425",40.22M,-0.67%
11/24/2021,"7,475","7,575","7,575","7,425",35.18M,0.00%
11/23/2021,"7,475","7,400","7,500","7,400",43.48M,0.00%
11/22/2021,"7,475","7,425","7,525","7,400",66.33M,0.67%
11/19/2021,"7,425","7,425","7,450","7,375",68.20M,0.34%
11/18/2021,"7,400","7,425","7,500","7,400",78.84M,-2.31%
11/17/2021,"7,575","7,500","7,575","7,425",61.97M,1.34%
11/16/2021,"7,475","7,400","7,475","7,325",98.62M,-0.33%
11/15/2021,"7,500","7,625","7,625","7,500",67.34M,-0.33%
11/12/2021,"7,525","7,750","7,750","7,525",52.59M,-1.95%
11/11/2021,"7,675","7,700","7,750","7,600",55.79M,0.33%
11/10/2021,"7,650","7,675","7,675","7,575",47.50M,-0.33%
11/09/2021,"7,675","7,600","7,675","7,575",101.79M,1.32%
11/08/2021,"7,575","7,500","7,600","7,450",85.44M,1.68%
11/05/2021,"7,450","7,475","7,475","7,375",43.12M,1.02%
11/04/2021,"7,375","7,425","7,475","7,375",61.08M,0.34%
11/03/2021,"7,350","7,300","7,400","7,250",61.62M,0.68%
11/02/2021,"7,300","7,375","7,425","7,250",90.54M,-1.35%
11/01/2021,"7,400","7,550","7,550","7,400",38.59M,-1.00%
10/29/2021,"7,475","7,450","7,475","7,375",60.64M,1.36%
10/28/2021,"7,375","7,350","7,425","7,350",75.27M,-1.01%
10/27/2021,"7,450","7,575","7,575","7,425",57.07M,-1.00%
10/26/2021,"7,525","7,600","7,600","7,500",70.10M,0.00%
10/25/2021,"7,525","7,400","7,525","7,400",60.33M,0.00%
10/22/2021,"7,525","7,450","7,550","7,425",96.73M,1.69%
10/21/2021,"7,400","7,500","7,550","7,350",106.12M,-1.33%
10/19/2021,"7,500","7,475","7,525","7,350",134.60M,-0.33%
10/18/2021,"7,525","7,650","7,675","7,475",116.64M,-1.63%
10/15/2021,"7,650","7,800","7,875","7,450",142.38M,-1.29%
10/14/2021,"7,750","7,600","7,900","7,600",138.81M,2.99%
10/13/2021,"7,525","7,400","8,250","7,400",210.89M,2.80%
10/12/2021,"7,320","7,255","7,320","7,245",91.07M,0.90%
10/11/2021,"7,255","7,240","7,290","7,230",47.20M,-0.48%
10/08/2021,"7,290","7,200","7,300","7,175",94.64M,1.82%
10/07/2021,"7,160","7,175","7,175","7,080",107.26M,-0.28%
10/06/2021,"7,180","6,980","7,180","6,970",174.31M,3.38%
10/05/2021,"6,945","6,910","6,945","6,860",54.99M,-0.22%
10/04/2021,"6,960","6,740","6,960","6,740",74.72M,2.96%
10/01/2021,"6,760","6,900","6,900","6,710",103.95M,-3.43%
09/30/2021,"7,000","6,600","7,000","6,595",156.85M,6.38%
09/29/2021,"6,580","6,520","6,580","6,515",74.08M,0.92%
09/28/2021,"6,520","6,540","6,560","6,500",80.19M,-0.91%
09/27/2021,"6,580","6,585","6,595","6,555",55.05M,-0.08%
09/24/2021,"6,585","6,500","6,585","6,500",60.54M,0.08%
09/23/2021,"6,580","6,555","6,590","6,545",61.00M,0.38%
09/22/2021,"6,555","6,500","6,580","6,500",68.72M,1.00%
09/21/2021,"6,490","6,510","6,535","6,470",57.12M,-1.44%
09/20/2021,"6,585","6,570","6,590","6,510",73.16M,1.00%
09/17/2021,"6,520","6,490","6,535","6,480",117.54M,0.31%
09/16/2021,"6,500","6,580","6,580","6,480",58.67M,0.08%
09/15/2021,"6,495","6,545","6,550","6,485",44.51M,-0.76%
09/14/2021,"6,545","6,590","6,595","6,495",51.99M,-0.15%
09/13/2021,"6,555","6,560","6,560","6,525",29.93M,0.54%
09/10/2021,"6,520","6,495","6,565","6,495",41.48M,-0.76%
09/09/2021,"6,570","6,410","6,570","6,410",110.07M,2.02%
09/08/2021,"6,440","6,550","6,595","6,420",77.89M,-1.98%
09/07/2021,"6,570","6,595","6,605","6,570",53.90M,-0.08%
09/06/2021,"6,575","6,600","6,605","6,550",36.78M,-0.38%
09/03/2021,"6,600","6,560","6,600","6,515",35.76M,0.92%
09/02/2021,"6,540","6,525","6,575","6,455",53.26M,-0.38%
09/01/2021,"6,565","6,550","6,600","6,535",67.36M,0.23%
08/31/2021,"6,550","6,520","6,570","6,515",115.37M,-0.23%
08/30/2021,"6,565","6,530","6,580","6,520",74.56M,0.84%
08/27/2021,"6,510","6,490","6,530","6,490",71.57M,-0.76%
08/26/2021,"6,560","6,560","6,580","6,470",74.34M,-0.61%
08/25/2021,"6,600","6,600","6,605","6,585",80.75M,0.00%
08/24/2021,"6,600","6,570","6,600","6,500",59.56M,0.15%
08/23/2021,"6,590","6,515","6,590","6,515",68.25M,-0.15%
08/20/2021,"6,600","6,600","6,600","6,510",120.16M,0.00%
08/19/2021,"6,600","6,600","6,600","6,530",100.93M,0.00%
08/18/2021,"6,600","6,520","6,760","6,460",186.35M,2.80%
08/16/2021,"6,420","6,420","6,420","6,305",69.28M,0.16%
08/13/2021,"6,410","6,350","6,435","6,325",86.93M,1.75%
08/12/2021,"6,300","6,120","6,320","6,120",118.33M,0.00%
08/10/2021,"6,300","6,250","6,300","6,115",60.45M,1.61%
08/09/2021,"6,200","6,135","6,200","6,105",52.86M,0.65%
08/06/2021,"6,160","6,360","6,360","6,135",67.29M,-2.22%
08/05/2021,"6,300","6,170","6,310","6,140",93.77M,2.94%
08/04/2021,"6,120","6,145","6,150","6,060",41.11M,-0.41%
08/03/2021,"6,145","6,025","6,180","5,985",110.07M,3.10%
08/02/2021,"5,960","6,060","6,065","5,905",119.98M,-0.17%
07/30/2021,"5,970","6,040","6,100","5,960",105.69M,-1.16%
07/29/2021,"6,040","6,055","6,085","5,980",84.61M,1.00%
07/28/2021,"5,980","6,005","6,010","5,970",74.13M,-0.42%
07/27/2021,"6,005","6,005","6,060","6,000",53.11M,0.00%
07/26/2021,"6,005","6,040","6,060","6,005",48.17M,-0.50%
07/23/2021,"6,035","6,180","6,190","6,025",79.94M,-1.95%
07/22/2021,"6,155","6,115","6,155","6,050",60.79M,2.41%
07/21/2021,"6,010","6,050","6,120","6,010",55.01M,0.08%
07/19/2021,"6,005","6,110","6,110","6,005",47.12M,-1.72%
07/16/2021,"6,110","6,170","6,170","6,055",48.00M,-0.08%
07/15/2021,"6,115","6,000","6,115","5,995",49.72M,2.09%
07/14/2021,"5,990","6,020","6,030","5,980",59.32M,-0.91%
07/13/2021,"6,045","6,170","6,175","6,015",65.95M,-2.03%
07/12/2021,"6,170","6,070","6,180","6,020",65.98M,2.49%
07/09/2021,"6,020","6,010","6,020","5,990",40.71M,0.08%
07/08/2021,"6,015","6,000","6,040","5,980",47.30M,-0.82%
07/07/2021,"6,065","6,180","6,180","6,030",35.60M,0.17%
07/06/2021,"6,055","6,110","6,110","6,055",34.28M,-0.90%
07/05/2021,"6,110","6,100","6,130","6,070",39.71M,0.16%
07/02/2021,"6,100","6,070","6,140","6,040",67.39M,1.24%
07/01/2021,"6,025","6,060","6,075","6,000",58.15M,0.00%
06/30/2021,"6,025","6,000","6,070","6,000",65.80M,-0.33%
